onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
19-3039.03,Clinical Neuropsychologists,0.2777777777777778,5,55.3,4.3,3.9,46.37053087757313,False,0.4014084507042254,0.6619718309859155,0.5316901408450705,5,0,0.0,True,Nicht hoch GPT-exponiert,1.38,1.88,4.25,1.38,4.5,0.62,0.25,0.25,0.25,0.25,3.25,1.62,3.75,3.88,0.0,0.25,0.25,1.88,4.75,4.0,1.38,2.88,3.12,0.25,3.75,0.0,2.88,4.88,4.75,3.62,2.88,0.0,5.0,0.25,0.25,0.25,3.12,0.0,0.38,4.0,4.25,3.0,0.25,0.25,0.38,2.75,1.88,2.0,2.25,1.75,4.75,4.62,2.14,1.72,3.0,2.5,2.38,2.5,2.47,1.19,1.47,1.28,2.55,3.0,0.78,0.74,2.04,1.57,2.1,2.17,1.99,2.24,1.76,4.29,4.91,4.83,4.62,3.58,2.38,4.33,4.12,4.0,0.0,0.0,0.0,3.88,4.25,1.38,1.38,3.25,3.5,0.0,0.75,1.25,3.88,1.0,0.38,0.0,4.0,4.88,2.75,2.5,0.75,3.5,0.0
19-3041.00,Sociologists,0.6153846153846154,5,3.4,3.6,0.3,93.39111592632719,True,0.03791982665222102,0.5828819068255688,0.31040086673889494,5,0,0.0,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.0,0.88,3.88,0.0,4.12,0.38,0.0,0.0,0.0,0.0,2.5,0.12,2.88,3.88,0.0,0.0,0.0,0.75,4.12,3.75,0.0,3.5,2.75,0.0,3.62,0.0,2.62,5.0,5.0,3.88,2.12,0.0,3.62,0.0,0.0,0.0,2.88,0.0,0.0,4.75,3.88,2.12,0.0,0.0,0.0,2.0,1.25,1.38,1.88,0.5,4.75,4.75,2.04,1.75,1.71,0.87,1.84,1.98,1.65,1.12,1.56,2.15,2.03,2.9,0.9,0.47,1.64,1.32,1.14,1.44,1.65,0.93,1.93,3.65,4.5,4.7,4.0,2.95,2.21,3.3,3.88,3.12,0.0,0.0,0.0,3.75,3.75,0.75,1.38,3.0,2.88,0.0,2.5,0.38,3.0,0.75,0.12,0.0,3.0,4.38,3.5,3.12,0.62,2.88,0.0
19-3051.00,Urban and Regional Planners,0.5795454545454546,5,44.7,3.4,3.4,89.92416034669556,True,0.3781148429035753,0.5579631635969664,0.4680390032502708,5,3,0.6,True,Hoch GPT-exponiert mit guten Wechseloptionen,0.0,1.62,3.88,1.0,4.12,1.5,0.0,0.0,0.0,0.0,3.5,1.75,3.12,4.12,0.0,0.0,0.0,1.38,4.0,3.88,0.0,3.38,2.5,0.62,4.12,0.0,3.25,4.5,4.62,4.0,2.75,0.0,4.12,0.0,0.0,0.0,2.88,0.0,1.0,4.0,3.88,2.75,0.0,0.0,0.0,2.75,0.88,2.75,3.75,0.88,4.25,4.38,2.01,2.05,2.16,1.79,2.18,2.47,1.22,0.96,1.75,2.0,2.17,2.16,1.67,0.98,1.77,1.66,1.73,1.23,1.92,1.49,1.78,4.04,4.88,3.79,3.28,2.8,1.6,3.52,4.12,3.75,0.0,0.0,0.0,2.88,4.25,2.75,2.25,3.12,3.38,0.5,3.75,1.12,3.75,1.38,1.25,0.0,3.0,3.75,4.12,4.0,1.12,3.75,0.0
19-3091.00,Anthropologists and Archeologists,0.5172413793103449,5,8.8,3.7,0.8,82.06933911159263,True,0.11755146262188516,0.5964247020585048,0.356988082340195,5,0,0.0,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,1.38,1.88,4.12,0.88,4.62,0.5,0.12,0.5,0.25,1.5,3.25,1.5,3.88,4.0,0.25,0.75,0.5,1.25,4.75,4.0,1.38,2.88,2.88,0.75,3.88,0.0,2.62,5.0,5.12,3.25,2.88,0.12,3.5,0.0,0.0,0.12,3.12,0.0,1.0,4.25,3.75,3.0,0.0,0.5,0.88,2.75,1.75,2.75,3.38,1.38,5.0,5.12,2.04,2.09,2.14,1.32,1.84,1.98,1.54,1.22,1.69,2.33,1.92,3.0,1.03,0.79,1.67,1.29,1.19,1.39,1.7,1.02,1.99,4.0,4.29,4.45,4.05,3.05,2.45,3.7,3.88,3.25,0.0,0.12,0.0,3.62,3.62,1.75,2.0,3.0,2.75,0.5,0.88,1.0,3.0,0.75,0.88,0.0,2.38,3.38,3.0,3.0,0.62,3.0,0.0
19-3092.00,Geographers,0.375,4,1.5,-3.1,0.1,61.159263271939324,False,0.011375947995666305,0.16143011917659805,0.08640303358613217,5,0,0.0,True,Nicht hoch GPT-exponiert,0.12,1.5,4.12,0.25,4.12,0.5,0.0,0.5,0.0,0.12,3.25,0.38,3.5,3.5,0.12,0.0,0.0,1.38,4.25,4.0,0.25,3.25,2.88,0.0,4.0,0.0,3.25,4.75,5.0,3.38,3.12,0.0,3.75,0.0,0.0,0.0,2.88,0.0,0.5,4.38,3.75,2.62,0.0,0.0,0.0,2.38,1.25,2.75,3.12,0.38,4.75,4.88,1.74,1.75,2.28,1.14,0.8,2.06,0.18,0.37,1.41,2.24,1.48,2.45,0.54,0.26,1.64,1.15,0.57,0.65,0.52,0.68,1.72,3.4,4.3,4.4,3.75,2.7,2.9,3.5,3.62,3.0,0.12,0.0,0.0,3.5,3.62,1.12,1.5,2.5,2.75,0.12,2.75,0.75,2.75,1.12,0.38,0.0,2.88,3.0,3.62,3.12,0.75,3.12,0.0
19-3093.00,Historians,0.5,5,3.4,2.2,0.3,79.68580715059588,True,0.03791982665222102,0.43066088840736727,0.23429035752979416,5,0,0.0,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.12,1.75,3.38,0.25,3.88,0.88,0.0,0.0,0.0,0.12,2.88,0.25,2.75,3.62,0.0,0.0,0.0,0.5,4.0,3.38,0.25,1.62,2.25,0.0,4.12,0.0,1.38,4.75,4.88,3.0,2.12,0.0,3.5,0.0,0.0,0.0,2.62,0.0,0.0,3.75,3.38,2.12,0.0,0.12,0.0,1.88,1.62,1.62,1.75,0.75,5.0,4.88,1.95,0.73,2.53,1.41,0.92,2.06,0.48,0.5,1.29,1.25,2.1,3.0,0.29,0.24,1.7,0.99,0.63,0.84,0.61,0.49,1.89,4.04,4.39,4.0,4.06,2.48,1.97,3.21,3.25,3.0,0.0,0.0,0.0,3.25,3.25,0.75,0.88,2.5,2.38,0.0,1.62,0.38,2.88,0.5,0.62,0.0,2.25,3.12,2.0,2.0,0.5,2.62,0.0
19-3094.00,Political Scientists,0.5416666666666666,5,6.5,-3.1,0.5,86.34886240520044,True,0.06988082340195016,0.16143011917659805,0.11565547128927411,5,0,0.0,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.0,1.5,3.38,0.0,4.0,0.38,0.0,0.0,0.0,0.0,2.62,0.5,2.88,3.75,0.0,0.0,0.0,0.62,4.12,3.38,0.0,3.12,2.88,0.0,3.62,0.0,2.25,4.88,4.88,3.5,2.12,0.0,3.75,0.0,0.0,0.0,2.88,0.0,0.0,4.88,3.88,2.38,0.0,0.0,0.0,2.25,1.25,0.88,2.0,0.38,4.88,4.88,2.14,1.86,2.19,0.79,0.71,1.93,0.6,0.03,1.53,1.89,2.32,3.0,0.98,0.28,1.58,1.66,1.14,0.92,1.15,1.02,2.03,3.92,4.5,4.85,3.8,2.32,1.85,3.27,3.75,3.0,0.0,0.0,0.0,3.5,3.88,0.62,0.75,2.0,3.0,0.0,2.38,0.38,3.0,0.75,0.5,0.0,2.88,3.75,3.5,3.38,0.62,2.88,0.0
19-3099.01,Transportation Planners,0.6627906976744186,4,40.8,-1.7,3.2,96.20801733477789,True,0.36836403033586135,0.20151679306608883,0.28494041170097506,5,3,0.6,True,Hoch GPT-exponiert mit guten Wechseloptionen,0.12,1.75,3.88,0.38,4.38,1.5,0.0,0.0,0.0,0.0,3.12,0.88,3.38,4.0,0.0,0.0,0.0,1.62,4.12,4.12,0.12,3.62,2.88,0.38,3.88,0.0,3.25,4.12,4.12,4.0,3.0,0.0,4.12,0.0,0.0,0.0,3.12,0.0,0.75,3.88,3.88,2.88,0.0,0.0,0.0,2.75,1.25,2.38,4.0,0.62,4.12,4.12,1.92,1.68,2.6,1.72,1.84,2.3,0.91,0.61,1.5,1.83,1.73,2.04,1.29,0.52,1.49,1.21,1.31,1.02,1.4,0.97,1.64,3.95,4.78,3.85,3.45,2.55,1.9,3.1,4.12,3.75,0.0,0.5,0.0,2.88,4.12,2.0,2.25,2.75,3.0,0.88,3.5,1.75,3.38,2.12,0.62,0.0,3.0,3.0,4.0,4.12,1.0,3.5,0.0
19-4012.00,Agricultural Technicians,0.1666666666666666,3,18.6,4.3,2.9,33.91115926327194,False,0.34994582881906827,0.6619718309859155,0.5059588299024919,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.12,3.25,3.38,3.38,2.75,0.5,1.25,0.88,2.0,3.0,2.88,3.0,3.0,2.0,1.75,1.88,2.12,3.62,3.38,2.88,3.0,2.12,2.88,3.88,0.88,3.0,4.0,4.0,3.0,2.88,1.5,3.62,2.12,2.38,2.25,2.88,1.38,2.12,3.0,3.0,2.0,0.88,2.12,2.62,2.88,2.75,3.0,2.75,1.88,3.88,3.75,1.6,1.11,2.02,1.32,1.26,2.3,0.1,0.64,1.18,1.07,1.66,1.17,0.71,0.82,1.7,0.94,0.97,0.63,0.13,1.0,0.97,3.95,4.6,3.84,4.03,3.16,3.23,3.21,3.0,3.0,1.62,1.5,0.0,3.0,3.0,1.62,1.62,3.0,2.38,2.88,0.25,3.0,2.5,0.5,1.25,1.88,2.75,2.88,2.75,2.5,0.5,3.0,2.12
19-4012.01,Precision Agriculture Technicians,0.5,3,18.6,4.3,2.9,79.68580715059588,True,0.34994582881906827,0.6619718309859155,0.5059588299024919,5,1,0.2,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,2.75,2.12,3.62,3.12,4.0,2.12,0.0,0.88,0.25,1.75,3.0,2.88,3.62,3.12,1.25,1.38,0.75,2.0,4.12,3.75,2.62,3.25,2.88,2.88,3.75,0.75,3.25,4.0,4.0,3.0,3.0,1.0,3.75,1.75,1.88,2.0,3.0,0.62,2.25,3.25,3.0,3.0,0.25,1.62,2.0,2.75,2.12,2.75,3.5,1.75,3.88,3.88,1.83,1.79,2.67,1.96,0.92,2.19,0.01,0.17,1.56,2.27,1.82,2.16,0.32,0.28,1.67,1.21,0.53,0.53,0.27,0.88,1.22,4.35,4.48,4.17,4.0,3.35,2.17,3.39,3.25,3.0,2.38,2.12,1.38,2.88,3.5,0.75,1.0,2.12,2.62,3.0,2.88,3.0,3.0,1.88,2.88,2.12,3.12,3.0,3.25,3.25,0.75,2.88,2.38
19-4013.00,Food Science Technicians,0.2857142857142857,3,20.4,4.8,3.2,47.77898158179848,False,0.36836403033586135,0.7150595882990249,0.5417118093174431,5,1,0.2,True,Nicht hoch GPT-exponiert,2.5,2.12,3.12,2.25,3.5,1.38,0.0,0.5,0.12,0.38,2.62,2.62,3.0,2.88,0.25,0.88,1.0,1.62,3.5,3.0,2.12,3.0,2.12,1.38,3.75,0.0,3.0,4.12,4.0,2.38,3.12,0.12,3.12,1.25,1.75,0.62,3.0,0.25,0.0,3.0,3.0,2.0,0.38,1.0,0.62,2.5,2.12,3.12,2.75,1.12,3.75,3.75,1.35,1.11,2.77,2.06,1.26,2.47,0.05,0.7,0.78,0.56,1.82,1.17,0.64,0.28,1.18,0.67,0.9,0.6,0.11,0.93,0.02,4.56,4.93,4.15,4.55,3.47,2.74,4.37,3.0,3.12,1.62,1.12,0.0,3.0,3.0,0.5,1.62,2.62,2.0,2.0,0.38,2.88,1.75,0.38,3.0,1.38,2.12,2.88,2.12,2.25,0.38,3.0,1.62
19-4021.00,Biological Technicians,0.2666666666666666,4,82.7,3.5,9.1,45.016251354279525,False,0.5872156013001083,0.570964247020585,0.5790899241603467,5,2,0.4,True,Nicht hoch GPT-exponiert,3.0,2.12,3.88,2.75,4.0,1.88,0.0,1.25,0.38,1.38,3.25,3.0,3.75,3.25,0.12,0.75,0.75,2.12,4.12,3.88,2.75,3.5,2.12,2.5,4.12,0.12,3.12,4.62,4.0,3.12,3.12,0.0,4.0,0.75,1.62,1.75,3.5,0.12,0.12,3.12,3.25,2.75,0.12,1.12,1.88,2.12,2.0,3.0,3.12,2.12,4.12,3.88,1.58,1.19,2.74,2.1,1.81,2.56,0.01,0.47,0.97,1.04,1.89,1.93,-0.26,0.22,1.52,0.82,1.03,0.55,0.13,1.11,1.01,4.15,4.82,3.85,4.39,3.02,2.88,3.33,3.5,2.62,1.75,1.5,0.0,2.5,3.5,1.0,2.0,2.12,1.38,2.75,1.62,3.0,2.12,1.75,3.12,0.88,2.12,2.75,3.0,2.88,1.38,2.88,2.62
19-4031.00,Chemical Technicians,0.3928571428571428,3,57.0,3.7,6.7,63.38028169014085,False,0.5254604550379198,0.5964247020585048,0.5609425785482123,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.12,4.0,3.0,4.0,1.75,0.0,1.88,0.25,1.88,3.0,3.25,3.12,3.12,0.0,1.88,0.88,2.0,4.0,3.88,3.0,3.12,2.88,3.0,4.0,0.0,3.12,4.12,4.12,3.12,3.25,0.0,4.0,2.12,2.12,1.75,3.12,0.0,0.5,3.12,3.0,3.0,1.5,1.75,1.88,2.5,2.12,3.0,3.12,2.0,4.12,4.0,1.74,1.22,2.74,2.43,1.41,2.65,0.05,0.61,1.02,0.94,1.89,1.68,-0.05,0.32,1.61,0.92,1.14,0.58,0.27,1.09,0.99,3.9,4.99,3.84,4.87,3.02,2.81,4.35,3.12,3.0,3.0,2.75,0.0,3.12,3.25,1.0,1.88,2.5,2.62,3.0,2.62,3.25,2.25,0.62,3.38,2.75,2.75,2.88,3.0,3.12,1.62,3.0,3.0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.4222222222222222,4,40.4,4.0,5.6,68.03900325027085,False,0.49512459371614304,0.628385698808234,0.5617551462621886,5,0,0.0,True,Nicht hoch GPT-exponiert,2.88,2.5,3.75,2.88,4.0,2.25,0.0,1.62,0.62,1.75,3.12,2.88,3.12,3.12,1.62,1.5,1.0,2.0,3.88,3.75,2.75,3.12,2.75,2.5,4.0,1.62,3.12,4.12,4.12,3.12,3.0,1.75,4.0,1.75,2.25,1.88,2.88,1.25,1.75,3.12,3.12,2.88,0.25,1.62,1.88,2.88,2.12,2.88,3.12,2.0,4.12,4.0,1.6,1.68,2.7,2.28,1.44,2.59,0.56,0.53,1.07,1.04,2.1,1.86,0.36,0.32,1.61,0.92,1.43,1.07,0.81,1.67,1.12,3.91,4.36,3.77,4.14,3.05,1.91,4.27,3.5,3.0,1.25,1.38,0.0,3.12,3.25,1.38,1.75,3.0,2.88,3.0,2.75,2.88,3.0,1.12,2.88,1.25,3.0,3.12,3.12,3.12,0.62,3.12,2.25
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.3048780487804878,4,9.8,1.5,1.3,49.729144095341276,False,0.19393282773564463,0.3531960996749729,0.27356446370530874,5,0,0.0,True,Nicht hoch GPT-exponiert,2.5,2.12,3.5,2.62,3.38,2.0,0.0,1.5,1.12,1.75,3.0,2.38,3.5,3.0,1.12,1.12,1.12,2.0,3.38,3.5,2.12,3.25,2.5,2.0,3.75,1.12,3.25,4.12,3.88,2.75,3.0,1.25,3.25,2.0,2.12,1.62,2.75,1.25,1.62,3.0,3.25,2.5,0.38,1.12,2.0,2.75,2.0,2.88,3.0,2.12,4.0,3.38,1.18,1.22,2.57,1.26,1.06,2.14,-0.1,0.24,0.85,0.44,1.7,1.93,0.08,0.04,1.43,0.62,0.55,0.38,-0.25,0.29,1.01,3.59,4.49,4.17,4.51,2.75,2.68,3.52,3.25,3.0,1.62,2.0,0.0,2.62,3.0,1.25,1.38,2.38,2.38,2.38,0.88,2.62,3.0,1.25,2.38,1.88,2.5,2.62,2.5,2.25,1.12,3.12,2.0
19-4051.00,Nuclear Technicians,0.25,3,6.0,-7.7,0.7,43.12026002166847,False,0.10184182015167931,0.08017334777898158,0.09100758396533044,5,0,0.0,True,Nicht hoch GPT-exponiert,2.88,2.62,3.12,3.0,3.62,2.0,0.38,1.12,1.62,2.38,3.25,2.62,3.62,2.62,1.12,1.5,1.62,2.5,3.38,3.5,2.88,2.88,2.5,2.5,3.75,1.0,2.75,4.25,4.0,2.62,3.75,1.25,3.75,2.12,3.38,1.88,3.5,1.0,1.62,3.25,3.25,2.75,0.38,1.5,1.75,3.25,2.38,3.12,2.62,2.62,4.0,3.62,1.83,1.14,3.0,2.86,2.07,2.93,0.08,0.67,0.51,0.04,2.55,1.93,0.06,-0.16,2.15,1.21,2.63,1.26,-0.05,2.47,-0.21,4.33,5.0,3.15,4.78,3.89,2.37,3.54,3.12,3.12,3.12,2.5,0.62,3.12,3.25,1.0,1.25,2.62,2.62,3.5,1.25,4.12,2.88,1.62,3.62,3.0,2.75,3.25,2.88,3.12,1.12,3.12,3.25
19-4051.02,Nuclear Monitoring Technicians,0.3181818181818182,3,6.0,-7.7,0.7,52.00433369447454,False,0.10184182015167931,0.08017334777898158,0.09100758396533044,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.88,3.62,2.75,4.0,2.0,0.0,1.5,0.0,1.88,3.12,3.0,3.12,3.0,1.12,1.62,1.88,2.25,4.0,3.88,2.38,3.0,2.88,2.0,4.0,0.0,3.0,4.0,4.0,3.0,3.38,0.0,4.25,1.75,2.5,2.0,3.88,0.0,0.25,3.12,3.25,2.75,1.25,1.62,2.0,2.88,2.0,3.25,2.88,1.75,4.0,3.88,1.63,1.11,3.0,2.86,1.99,2.93,0.25,0.78,0.72,-0.34,2.55,1.61,0.41,-0.2,1.67,1.29,2.42,1.78,0.47,2.6,-0.23,4.4,4.98,3.67,4.59,3.8,2.3,3.52,3.12,3.0,1.25,0.5,0.0,3.0,3.38,1.12,1.12,2.75,2.75,2.88,0.25,3.62,2.75,0.62,3.12,0.75,2.75,2.88,3.0,2.88,0.62,3.12,2.75
19-4061.00,Social Science Research Assistants,0.6212121212121212,4,40.6,4.4,5.2,93.82448537378116,True,0.47183098591549294,0.676056338028169,0.573943661971831,5,1,0.2,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.0,1.5,3.12,0.0,3.75,1.5,0.0,0.38,0.0,0.0,2.88,2.38,3.12,3.0,0.0,0.0,0.0,1.5,3.5,3.38,0.25,3.12,2.75,0.0,3.75,0.0,3.12,4.12,4.25,3.0,2.62,0.0,3.5,0.0,0.25,0.0,3.12,0.0,0.0,3.5,3.0,2.5,0.0,0.0,0.0,2.0,1.38,1.75,2.75,0.5,4.25,3.88,1.77,1.26,2.57,1.63,1.5,2.3,0.37,0.56,1.15,1.25,1.96,2.2,-0.05,0.32,1.64,0.85,0.61,0.63,0.61,1.0,1.2,3.67,4.28,3.89,3.99,2.87,2.53,2.85,3.12,3.0,0.0,0.5,0.0,2.88,3.12,1.5,2.0,2.38,2.38,0.62,2.0,1.88,2.5,2.75,2.88,0.0,2.5,2.88,2.88,3.0,1.25,2.88,1.38
19-4071.00,Forest and Conservation Technicians,0.3269230769230769,3,33.8,-3.2,3.9,52.87107258938245,False,0.4014084507042254,0.15872156013001085,0.2800650054171181,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.5,3.12,3.0,3.75,2.88,0.5,2.0,0.88,2.88,3.75,3.0,3.38,2.88,2.38,2.38,2.25,2.12,3.25,3.5,3.0,2.88,2.62,3.0,3.75,1.38,2.75,3.88,3.88,2.88,2.88,1.75,3.75,2.38,2.88,2.5,3.12,1.38,2.62,3.25,3.25,2.62,1.75,2.75,3.0,2.88,3.0,3.0,3.62,1.88,3.62,3.25,1.32,1.54,1.76,1.59,1.81,2.39,0.62,0.5,1.32,0.89,1.79,0.87,1.56,0.79,1.77,1.02,1.25,0.78,0.86,1.46,0.95,4.41,4.98,4.14,3.98,3.7,3.38,3.86,3.0,3.25,1.88,1.88,0.25,3.0,3.38,1.38,1.75,3.12,2.38,2.88,1.12,2.88,3.12,1.62,2.75,1.88,2.88,3.12,3.0,3.0,1.12,3.25,2.0
19-4092.00,Forensic Science Technicians,0.1935483870967742,3,20.7,12.8,2.9,36.83640303358614,False,0.34994582881906827,0.9507042253521126,0.6503250270855905,5,1,0.2,True,Nicht hoch GPT-exponiert,3.12,2.5,4.12,2.88,4.25,2.25,0.0,1.62,0.88,2.25,4.0,2.88,4.12,3.75,1.88,1.62,1.12,2.12,4.12,4.0,2.88,2.88,2.75,2.88,4.38,1.25,2.88,4.75,4.62,3.12,3.5,1.38,3.88,1.62,1.62,1.88,3.0,0.88,1.88,3.88,3.62,3.75,1.25,1.62,2.12,2.5,2.38,3.5,3.5,1.75,4.38,4.12,1.69,1.58,3.0,2.62,1.17,2.65,0.25,0.47,1.15,1.02,2.93,2.16,0.45,0.15,1.97,1.47,2.3,1.49,0.38,2.21,1.49,4.2,4.79,3.89,4.67,3.94,2.67,3.92,3.62,3.12,1.0,1.88,0.0,3.38,3.62,0.38,0.62,3.0,2.25,2.5,1.12,2.62,2.75,0.75,2.5,0.88,3.0,3.25,3.0,2.88,0.38,3.0,1.75
19-4099.01,Quality Control Analysts,0.4787234042553191,3,83.2,3.5,10.6,76.59804983748646,False,0.6240520043336945,0.570964247020585,0.5975081256771397,5,1,0.2,True,Nicht hoch GPT-exponiert,3.0,2.0,3.12,2.62,4.0,1.75,0.0,1.12,0.38,1.62,3.25,3.0,3.25,2.88,0.0,1.75,0.75,2.12,3.38,3.25,3.0,3.12,2.75,2.12,4.0,0.0,3.0,4.0,4.0,3.12,3.25,0.0,3.75,1.25,1.25,0.75,3.12,0.0,0.0,3.0,3.12,2.62,0.62,1.75,2.0,2.5,2.12,2.88,2.88,1.5,4.0,3.88,1.74,1.08,3.0,2.58,1.28,2.65,-0.06,0.64,0.9,0.63,2.17,1.57,0.21,0.07,1.58,1.02,1.37,0.84,0.09,1.11,0.1,3.98,4.48,4.05,4.85,3.4,2.94,3.81,3.25,2.75,1.62,1.12,0.5,3.0,3.12,0.75,1.38,2.0,2.62,3.0,1.88,3.25,2.5,0.75,4.0,1.38,2.88,3.0,3.0,3.0,1.12,3.0,3.0
19-4099.03,Remote Sensing Technicians,0.4677419354838709,4,83.2,3.5,10.6,74.37703141928495,False,0.6240520043336945,0.570964247020585,0.5975081256771397,5,0,0.0,True,Nicht hoch GPT-exponiert,2.38,2.38,3.88,2.75,3.88,2.12,0.0,0.0,0.0,0.0,3.38,2.88,4.12,3.75,0.12,0.0,0.0,2.38,3.75,3.88,2.0,4.12,2.62,2.0,3.62,0.25,3.75,4.5,4.5,3.38,3.0,0.12,3.75,1.25,1.0,1.62,3.38,0.0,1.38,3.0,3.0,3.0,0.0,0.0,0.0,2.75,0.5,3.0,3.62,1.0,4.25,4.12,1.58,1.75,2.67,1.56,0.92,2.25,-0.08,0.15,0.9,1.41,1.76,1.93,0.21,0.2,1.28,1.05,0.61,0.41,0.11,1.0,1.47,4.04,4.51,4.07,4.63,2.92,3.45,3.85,3.38,3.38,2.0,2.38,0.12,3.25,3.62,1.38,1.88,2.5,2.5,2.25,1.88,3.12,2.88,3.25,2.88,1.5,2.62,2.75,3.12,3.0,1.62,2.75,2.38
19-5011.00,Occupational Health and Safety Specialists,0.3571428571428571,4,131.9,12.5,14.9,57.52979414951246,False,0.7063921993499458,0.9474539544962081,0.8269230769230769,5,0,0.0,True,Nicht hoch GPT-exponiert,1.5,2.75,3.75,1.88,4.12,2.0,0.0,0.5,0.62,1.12,3.5,2.5,3.88,3.12,0.88,0.5,1.0,2.62,4.12,3.88,1.5,3.0,2.88,1.75,4.0,0.38,3.0,4.12,4.5,3.0,3.0,0.5,4.88,0.75,1.75,0.5,3.0,1.25,1.25,3.75,3.62,3.0,0.0,0.88,1.25,3.0,2.0,3.0,3.0,0.5,4.0,4.0,1.86,1.75,2.67,2.74,1.88,2.65,1.27,0.78,1.59,1.07,2.43,2.12,1.5,0.66,1.97,1.66,1.77,1.39,1.13,1.99,1.37,4.26,4.59,4.04,4.04,3.87,2.05,3.57,3.62,3.12,0.5,1.12,0.0,3.38,3.75,1.75,1.88,3.0,2.88,2.0,3.0,3.5,3.62,1.12,3.38,0.38,3.0,3.75,3.62,3.75,1.0,3.0,2.12
19-5012.00,Occupational Health and Safety Technicians,0.4166666666666666,3,31.9,8.5,3.4,67.28060671722643,False,0.3781148429035753,0.886240520043337,0.6321776814734561,5,0,0.0,True,Nicht hoch GPT-exponiert,1.75,2.0,3.25,1.38,4.0,2.0,0.0,1.0,1.0,1.88,3.25,2.38,3.38,3.0,1.25,1.62,1.75,2.12,4.0,3.25,1.38,2.75,2.25,1.88,3.88,0.62,2.62,4.0,4.0,3.0,3.0,0.75,4.12,0.88,1.75,1.0,3.0,1.0,1.38,3.5,3.0,3.0,0.25,1.38,1.25,2.62,2.25,2.88,2.25,1.12,4.0,3.75,1.63,1.0,2.63,2.66,1.88,2.65,1.12,0.7,1.5,0.84,2.43,1.57,1.21,0.61,1.77,1.5,1.77,1.58,1.13,1.99,1.19,4.43,4.63,4.19,3.9,3.6,2.3,3.76,3.25,3.0,0.0,0.0,0.0,3.0,3.25,1.38,1.75,2.12,3.0,2.25,2.5,3.0,3.12,1.0,2.88,0.25,3.0,3.12,3.0,3.0,1.0,3.0,1.62
